student_id,school_type,school_major_detail,initial_choice_program,recommended_top1_program,recommended_top1_program_id,recommended_top1_score,recommended_top3_programs,recommended_top5_programs,alignment_status,advisory_message,generator_version
STU-010341,SMK,Teknik Jaringan Komputer dan Telekomunikasi - TKJ,Kesehatan Masyarakat,Kesehatan Masyarakat,PRG2-018,0.913,Kesehatan Masyarakat|Pendidikan Guru Sekolah Dasar|Keperawatan,Kesehatan Masyarakat|Pendidikan Guru Sekolah Dasar|Keperawatan|Pariwisata|Ilmu Gizi,selaras,Pilihan awal siswa sangat selaras dengan hasil pemetaan sistem. Tetap perlu validasi dengan guru BK atau konselor.,stage10-v2.0
STU-010342,SMK,Pengembangan Perangkat Lunak dan Gim - RPL,Film dan Televisi,Pendidikan Guru Sekolah Dasar,PRG2-024,0.765,Pendidikan Guru Sekolah Dasar|Pendidikan Bahasa Inggris|Teknik Informatika,Pendidikan Guru Sekolah Dasar|Pendidikan Bahasa Inggris|Teknik Informatika|Keperawatan|Kesehatan Masyarakat,tidak_selaras,"Pilihan awal kurang selaras dengan profil sementara. Sistem sebaiknya memberi bridge plan, bukan menolak pilihan siswa secara mutlak.",stage10-v2.0
STU-010343,SMA,Pilihan Campuran Kurikulum Merdeka,Belum yakin,Agribisnis,PRG2-032,0.805,Agribisnis|Teknik Sipil|Desain Komunikasi Visual,Agribisnis|Teknik Sipil|Desain Komunikasi Visual|Agroteknologi|Arsitektur,belum_yakin,Siswa belum memiliki pilihan awal sehingga sistem perlu memberikan guided profiling dan eksplorasi bertahap.,stage10-v2.0
STU-010344,SMK,Agribisnis Tanaman/Ternak/Perikanan,Ilmu Gizi,Ilmu Gizi,PRG2-019,0.919,Ilmu Gizi|Agroteknologi|Biologi,Ilmu Gizi|Agroteknologi|Biologi|Teknologi Pangan|Agribisnis,selaras,Pilihan awal siswa sangat selaras dengan hasil pemetaan sistem. Tetap perlu validasi dengan guru BK atau konselor.,stage10-v2.0
STU-010345,SMA,IPS/Soshum,Kimia,Agribisnis,PRG2-032,0.883,Agribisnis|Ilmu Komunikasi|Ilmu Hukum,Agribisnis|Ilmu Komunikasi|Ilmu Hukum|Teknologi Pangan|Agroteknologi,tidak_selaras,"Pilihan awal kurang selaras dengan profil sementara. Sistem sebaiknya memberi bridge plan, bukan menolak pilihan siswa secara mutlak.",stage10-v2.0
STU-010346,SMK,Agribisnis Tanaman/Ternak/Perikanan,Teknik Elektro,Teknik Elektro,PRG2-006,0.906,Teknik Elektro|Teknik Mesin|Agroteknologi,Teknik Elektro|Teknik Mesin|Agroteknologi|Teknologi Informasi|Teknik Informatika,selaras,Pilihan awal siswa sangat selaras dengan hasil pemetaan sistem. Tetap perlu validasi dengan guru BK atau konselor.,stage10-v2.0
STU-010347,SMK,Manajemen Perkantoran dan Layanan Bisnis,Teknik Elektro,Teknik Elektro,PRG2-006,0.944,Teknik Elektro|Teknik Mesin|Teknologi Informasi,Teknik Elektro|Teknik Mesin|Teknologi Informasi|Teknik Informatika|Teknik Industri,selaras,Pilihan awal siswa sangat selaras dengan hasil pemetaan sistem. Tetap perlu validasi dengan guru BK atau konselor.,stage10-v2.0
STU-010348,SMK,Teknik Jaringan Komputer dan Telekomunikasi - TKJ,Desain Komunikasi Visual,Desain Komunikasi Visual,PRG2-029,0.975,Desain Komunikasi Visual|Desain Produk|Arsitektur,Desain Komunikasi Visual|Desain Produk|Arsitektur|Film dan Televisi|Ilmu Komunikasi,selaras,Pilihan awal siswa sangat selaras dengan hasil pemetaan sistem. Tetap perlu validasi dengan guru BK atau konselor.,stage10-v2.0
STU-010349,SMK,Pemasaran - Bisnis Digital,Agroteknologi,Agroteknologi,PRG2-033,0.969,Agroteknologi|Agribisnis|Teknologi Pangan,Agroteknologi|Agribisnis|Teknologi Pangan|Biologi|Teknik Elektro,selaras,Pilihan awal siswa sangat selaras dengan hasil pemetaan sistem. Tetap perlu validasi dengan guru BK atau konselor.,stage10-v2.0
STU-010350,SMK,Layanan Kesehatan,Belum yakin,Farmasi,PRG2-016,0.858,Farmasi|Biologi|Pendidikan Dokter,Farmasi|Biologi|Pendidikan Dokter|Statistika|Sains Data,belum_yakin,Siswa belum memiliki pilihan awal sehingga sistem perlu memberikan guided profiling dan eksplorasi bertahap.,stage10-v2.0
STU-010351,MA,IPS/Soshum,Sistem Informasi,Sistem Informasi,PRG2-002,0.969,Sistem Informasi|Teknik Industri|Akuntansi,Sistem Informasi|Teknik Industri|Akuntansi|Ilmu Hukum|Administrasi Publik,selaras,Pilihan awal siswa sangat selaras dengan hasil pemetaan sistem. Tetap perlu validasi dengan guru BK atau konselor.,stage10-v2.0
STU-010352,SMA,MIPA/IPA,Agroteknologi,Arsitektur,PRG2-010,0.91,Arsitektur|Desain Produk|Desain Komunikasi Visual,Arsitektur|Desain Produk|Desain Komunikasi Visual|Film dan Televisi|Teknik Sipil,tidak_selaras,"Pilihan awal kurang selaras dengan profil sementara. Sistem sebaiknya memberi bridge plan, bukan menolak pilihan siswa secara mutlak.",stage10-v2.0
STU-010353,SMK,Agribisnis Tanaman/Ternak/Perikanan,Belum yakin,Teknik Industri,PRG2-007,0.825,Teknik Industri|Akuntansi|Sistem Informasi,Teknik Industri|Akuntansi|Sistem Informasi|Sains Data|Statistika,belum_yakin,Siswa belum memiliki pilihan awal sehingga sistem perlu memberikan guided profiling dan eksplorasi bertahap.,stage10-v2.0
STU-010354,SMK,Teknik Elektronika,Arsitektur,Film dan Televisi,PRG2-031,0.76,Film dan Televisi|Arsitektur|Desain Produk,Film dan Televisi|Arsitektur|Desain Produk|Desain Komunikasi Visual|Teknik Sipil,cukup_selaras,"Pilihan awal masih cukup relevan, tetapi siswa perlu membandingkan beberapa alternatif program studi.",stage10-v2.0
STU-010355,SMA,Pilihan Campuran Kurikulum Merdeka,Pendidikan Bahasa Inggris,Pendidikan Bahasa Inggris,PRG2-025,0.969,Pendidikan Bahasa Inggris|Pendidikan Guru Sekolah Dasar|Ilmu Komunikasi,Pendidikan Bahasa Inggris|Pendidikan Guru Sekolah Dasar|Ilmu Komunikasi|Psikologi|Pariwisata,selaras,Pilihan awal siswa sangat selaras dengan hasil pemetaan sistem. Tetap perlu validasi dengan guru BK atau konselor.,stage10-v2.0
STU-010356,SMA,IPS/Soshum,Ilmu Gizi,Ekonomi Pembangunan,PRG2-028,0.871,Ekonomi Pembangunan|Matematika|Farmasi,Ekonomi Pembangunan|Matematika|Farmasi|Pendidikan Dokter|Kimia,tidak_selaras,"Pilihan awal kurang selaras dengan profil sementara. Sistem sebaiknya memberi bridge plan, bukan menolak pilihan siswa secara mutlak.",stage10-v2.0
STU-010357,SMK,Teknik Mesin,Teknik Mesin,Teknik Mesin,PRG2-008,0.938,Teknik Mesin|Teknik Elektro|Teknologi Informasi,Teknik Mesin|Teknik Elektro|Teknologi Informasi|Teknik Informatika|Teknik Sipil,selaras,Pilihan awal siswa sangat selaras dengan hasil pemetaan sistem. Tetap perlu validasi dengan guru BK atau konselor.,stage10-v2.0
STU-010358,SMA,IPS/Soshum,Pendidikan Guru Sekolah Dasar,Pendidikan Guru Sekolah Dasar,PRG2-024,0.993,Pendidikan Guru Sekolah Dasar|Pendidikan Bahasa Inggris|Kesehatan Masyarakat,Pendidikan Guru Sekolah Dasar|Pendidikan Bahasa Inggris|Kesehatan Masyarakat|Psikologi|Pariwisata,selaras,Pilihan awal siswa sangat selaras dengan hasil pemetaan sistem. Tetap perlu validasi dengan guru BK atau konselor.,stage10-v2.0
STU-010359,SMK,Akuntansi dan Keuangan Lembaga,Kimia,Kimia,PRG2-014,0.905,Kimia|Statistika|Farmasi,Kimia|Statistika|Farmasi|Sains Data|Matematika,selaras,Pilihan awal siswa sangat selaras dengan hasil pemetaan sistem. Tetap perlu validasi dengan guru BK atau konselor.,stage10-v2.0
STU-010360,SMK,Teknik Elektronika,Akuntansi,Akuntansi,PRG2-027,0.833,Akuntansi|Teknik Elektro|Teknik Industri,Akuntansi|Teknik Elektro|Teknik Industri|Teknik Mesin|Farmasi,selaras,Pilihan awal siswa sangat selaras dengan hasil pemetaan sistem. Tetap perlu validasi dengan guru BK atau konselor.,stage10-v2.0
STU-010361,SMA,Bahasa dan Budaya,Kimia,Akuntansi,PRG2-027,0.815,Akuntansi|Sistem Informasi|Teknik Industri,Akuntansi|Sistem Informasi|Teknik Industri|Ilmu Hukum|Pendidikan Dokter,tidak_selaras,"Pilihan awal kurang selaras dengan profil sementara. Sistem sebaiknya memberi bridge plan, bukan menolak pilihan siswa secara mutlak.",stage10-v2.0
STU-010362,MA,IPS/Soshum,Bisnis Digital,Bisnis Digital,PRG2-005,0.913,Bisnis Digital|Manajemen|Sistem Informasi,Bisnis Digital|Manajemen|Sistem Informasi|Administrasi Publik|Pariwisata,selaras,Pilihan awal siswa sangat selaras dengan hasil pemetaan sistem. Tetap perlu validasi dengan guru BK atau konselor.,stage10-v2.0
STU-010363,MA,Keagamaan,Administrasi Publik,Administrasi Publik,PRG2-023,0.895,Administrasi Publik|Bisnis Digital|Manajemen,Administrasi Publik|Bisnis Digital|Manajemen|Pariwisata|Ilmu Hukum,selaras,Pilihan awal siswa sangat selaras dengan hasil pemetaan sistem. Tetap perlu validasi dengan guru BK atau konselor.,stage10-v2.0
STU-010364,MA,MIPA/IPA,Teknik Industri,Kimia,PRG2-014,0.8,Kimia|Teknik Industri|Teknik Mesin,Kimia|Teknik Industri|Teknik Mesin|Teknik Elektro|Teknologi Informasi,cukup_selaras,"Pilihan awal masih cukup relevan, tetapi siswa perlu membandingkan beberapa alternatif program studi.",stage10-v2.0
STU-010365,SMA,Bahasa dan Budaya,Pendidikan Bahasa Inggris,Pendidikan Bahasa Inggris,PRG2-025,0.993,Pendidikan Bahasa Inggris|Pendidikan Guru Sekolah Dasar|Ilmu Komunikasi,Pendidikan Bahasa Inggris|Pendidikan Guru Sekolah Dasar|Ilmu Komunikasi|Kesehatan Masyarakat|Psikologi,selaras,Pilihan awal siswa sangat selaras dengan hasil pemetaan sistem. Tetap perlu validasi dengan guru BK atau konselor.,stage10-v2.0
STU-010366,SMA,Seni/Kreatif,Belum yakin,Akuntansi,PRG2-027,0.831,Akuntansi|Sistem Informasi|Teknik Industri,Akuntansi|Sistem Informasi|Teknik Industri|Ilmu Hukum|Pendidikan Dokter,belum_yakin,Siswa belum memiliki pilihan awal sehingga sistem perlu memberikan guided profiling dan eksplorasi bertahap.,stage10-v2.0
STU-010367,SMK,"Sistem Informasi, Jaringan, dan Aplikasi - SIJA",Teknik Sipil,Teknik Sipil,PRG2-009,0.913,Teknik Sipil|Teknologi Informasi|Teknik Mesin,Teknik Sipil|Teknologi Informasi|Teknik Mesin|Teknik Informatika|Teknik Elektro,selaras,Pilihan awal siswa sangat selaras dengan hasil pemetaan sistem. Tetap perlu validasi dengan guru BK atau konselor.,stage10-v2.0
STU-010368,SMK,Pemasaran - Bisnis Digital,Kesehatan Masyarakat,Teknik Mesin,PRG2-008,0.797,Teknik Mesin|Teknik Informatika|Teknik Elektro,Teknik Mesin|Teknik Informatika|Teknik Elektro|Teknologi Informasi|Farmasi,tidak_selaras,"Pilihan awal kurang selaras dengan profil sementara. Sistem sebaiknya memberi bridge plan, bukan menolak pilihan siswa secara mutlak.",stage10-v2.0
STU-010369,SMK,Teknik Elektronika,Pariwisata,Pariwisata,PRG2-035,0.791,Pariwisata|Pendidikan Bahasa Inggris|Bisnis Digital,Pariwisata|Pendidikan Bahasa Inggris|Bisnis Digital|Agribisnis|Keperawatan,selaras,Pilihan awal siswa sangat selaras dengan hasil pemetaan sistem. Tetap perlu validasi dengan guru BK atau konselor.,stage10-v2.0
STU-010370,SMK,Teknik Mesin,Sistem Informasi,Sistem Informasi,PRG2-002,0.874,Sistem Informasi|Teknik Industri|Akuntansi,Sistem Informasi|Teknik Industri|Akuntansi|Sains Data|Farmasi,selaras,Pilihan awal siswa sangat selaras dengan hasil pemetaan sistem. Tetap perlu validasi dengan guru BK atau konselor.,stage10-v2.0
STU-010371,SMK,Teknik Elektronika,Desain Produk,Desain Produk,PRG2-030,0.993,Desain Produk|Arsitektur|Desain Komunikasi Visual,Desain Produk|Arsitektur|Desain Komunikasi Visual|Film dan Televisi|Ilmu Komunikasi,selaras,Pilihan awal siswa sangat selaras dengan hasil pemetaan sistem. Tetap perlu validasi dengan guru BK atau konselor.,stage10-v2.0
STU-010372,SMK,Farmasi Klinis dan Komunitas,Teknik Sipil,Ilmu Komunikasi,PRG2-021,0.853,Ilmu Komunikasi|Film dan Televisi|Bisnis Digital,Ilmu Komunikasi|Film dan Televisi|Bisnis Digital|Desain Komunikasi Visual|Agribisnis,tidak_selaras,"Pilihan awal kurang selaras dengan profil sementara. Sistem sebaiknya memberi bridge plan, bukan menolak pilihan siswa secara mutlak.",stage10-v2.0
STU-010373,SMK,Pengembangan Perangkat Lunak dan Gim - RPL,Keperawatan,Keperawatan,PRG2-017,0.85,Keperawatan|Pendidikan Guru Sekolah Dasar|Kesehatan Masyarakat,Keperawatan|Pendidikan Guru Sekolah Dasar|Kesehatan Masyarakat|Pariwisata|Pendidikan Bahasa Inggris,selaras,Pilihan awal siswa sangat selaras dengan hasil pemetaan sistem. Tetap perlu validasi dengan guru BK atau konselor.,stage10-v2.0
STU-010374,SMA,Bahasa dan Budaya,Kesehatan Masyarakat,Ilmu Hukum,PRG2-022,0.901,Ilmu Hukum|Ilmu Komunikasi|Administrasi Publik,Ilmu Hukum|Ilmu Komunikasi|Administrasi Publik|Pendidikan Bahasa Inggris|Sistem Informasi,tidak_selaras,"Pilihan awal kurang selaras dengan profil sementara. Sistem sebaiknya memberi bridge plan, bukan menolak pilihan siswa secara mutlak.",stage10-v2.0
STU-010375,SMK,Pengembangan Gim,Teknik Informatika,Teknik Informatika,PRG2-001,0.936,Teknik Informatika|Teknik Elektro|Teknik Mesin,Teknik Informatika|Teknik Elektro|Teknik Mesin|Teknologi Informasi|Kimia,selaras,Pilihan awal siswa sangat selaras dengan hasil pemetaan sistem. Tetap perlu validasi dengan guru BK atau konselor.,stage10-v2.0
STU-010376,SMA,IPS/Soshum,Ilmu Gizi,Ilmu Gizi,PRG2-019,0.801,Ilmu Gizi|Kesehatan Masyarakat|Agribisnis,Ilmu Gizi|Kesehatan Masyarakat|Agribisnis|Agroteknologi|Psikologi,selaras,Pilihan awal siswa sangat selaras dengan hasil pemetaan sistem. Tetap perlu validasi dengan guru BK atau konselor.,stage10-v2.0
STU-010377,SMA,Seni/Kreatif,Teknik Mesin,Teknik Mesin,PRG2-008,0.861,Teknik Mesin|Teknik Elektro|Teknologi Informasi,Teknik Mesin|Teknik Elektro|Teknologi Informasi|Teknik Sipil|Desain Produk,selaras,Pilihan awal siswa sangat selaras dengan hasil pemetaan sistem. Tetap perlu validasi dengan guru BK atau konselor.,stage10-v2.0
STU-010378,SMK,Pengembangan Gim,Belum yakin,Sistem Informasi,PRG2-002,0.831,Sistem Informasi|Teknik Industri|Akuntansi,Sistem Informasi|Teknik Industri|Akuntansi|Bisnis Digital|Statistika,belum_yakin,Siswa belum memiliki pilihan awal sehingga sistem perlu memberikan guided profiling dan eksplorasi bertahap.,stage10-v2.0
STU-010379,MA,MIPA/IPA,Ekonomi Pembangunan,Keperawatan,PRG2-017,0.821,Keperawatan|Kesehatan Masyarakat|Pendidikan Guru Sekolah Dasar,Keperawatan|Kesehatan Masyarakat|Pendidikan Guru Sekolah Dasar|Psikologi|Administrasi Publik,tidak_selaras,"Pilihan awal kurang selaras dengan profil sementara. Sistem sebaiknya memberi bridge plan, bukan menolak pilihan siswa secara mutlak.",stage10-v2.0
STU-010380,SMK,Teknik Mesin,Teknologi Pangan,Teknologi Pangan,PRG2-034,0.808,Teknologi Pangan|Ilmu Gizi|Biologi,Teknologi Pangan|Ilmu Gizi|Biologi|Agribisnis|Agroteknologi,selaras,Pilihan awal siswa sangat selaras dengan hasil pemetaan sistem. Tetap perlu validasi dengan guru BK atau konselor.,stage10-v2.0
STU-010381,SMK,Agribisnis Tanaman/Ternak/Perikanan,Teknik Informatika,Teknik Informatika,PRG2-001,0.944,Teknik Informatika|Sains Data|Teknik Elektro,Teknik Informatika|Sains Data|Teknik Elektro|Teknik Mesin|Teknologi Informasi,selaras,Pilihan awal siswa sangat selaras dengan hasil pemetaan sistem. Tetap perlu validasi dengan guru BK atau konselor.,stage10-v2.0
STU-010382,SMA,Pilihan Campuran Kurikulum Merdeka,Teknologi Informasi,Teknologi Informasi,PRG2-004,0.944,Teknologi Informasi|Teknik Informatika|Teknik Elektro,Teknologi Informasi|Teknik Informatika|Teknik Elektro|Teknik Mesin|Agroteknologi,selaras,Pilihan awal siswa sangat selaras dengan hasil pemetaan sistem. Tetap perlu validasi dengan guru BK atau konselor.,stage10-v2.0
STU-010383,MAK,MAK Teknologi/Bisnis/Kesehatan/Kreatif,Belum yakin,Ilmu Hukum,PRG2-022,0.825,Ilmu Hukum|Sistem Informasi|Manajemen,Ilmu Hukum|Sistem Informasi|Manajemen|Teknik Industri|Administrasi Publik,belum_yakin,Siswa belum memiliki pilihan awal sehingga sistem perlu memberikan guided profiling dan eksplorasi bertahap.,stage10-v2.0
STU-010384,SMK,Akuntansi dan Keuangan Lembaga,Belum yakin,Biologi,PRG2-013,0.8,Biologi|Statistika|Kimia,Biologi|Statistika|Kimia|Teknologi Pangan|Farmasi,belum_yakin,Siswa belum memiliki pilihan awal sehingga sistem perlu memberikan guided profiling dan eksplorasi bertahap.,stage10-v2.0
STU-010385,SMK,Layanan Kesehatan,Belum yakin,Teknik Informatika,PRG2-001,0.831,Teknik Informatika|Sains Data|Farmasi,Teknik Informatika|Sains Data|Farmasi|Teknologi Informasi|Teknik Elektro,belum_yakin,Siswa belum memiliki pilihan awal sehingga sistem perlu memberikan guided profiling dan eksplorasi bertahap.,stage10-v2.0
STU-010386,SMK,Pengembangan Perangkat Lunak dan Gim - RPL,Sistem Informasi,Sistem Informasi,PRG2-002,0.895,Sistem Informasi|Teknik Industri|Teknologi Informasi,Sistem Informasi|Teknik Industri|Teknologi Informasi|Teknik Informatika|Teknik Elektro,selaras,Pilihan awal siswa sangat selaras dengan hasil pemetaan sistem. Tetap perlu validasi dengan guru BK atau konselor.,stage10-v2.0
STU-010387,MAK,MAK Teknologi/Bisnis/Kesehatan/Kreatif,Farmasi,Farmasi,PRG2-016,0.913,Farmasi|Kimia|Pendidikan Dokter,Farmasi|Kimia|Pendidikan Dokter|Matematika|Sistem Informasi,selaras,Pilihan awal siswa sangat selaras dengan hasil pemetaan sistem. Tetap perlu validasi dengan guru BK atau konselor.,stage10-v2.0
STU-010388,SMA,IPS/Soshum,Belum yakin,Pendidikan Dokter,PRG2-015,0.856,Pendidikan Dokter|Ekonomi Pembangunan|Farmasi,Pendidikan Dokter|Ekonomi Pembangunan|Farmasi|Kimia|Matematika,belum_yakin,Siswa belum memiliki pilihan awal sehingga sistem perlu memberikan guided profiling dan eksplorasi bertahap.,stage10-v2.0
STU-010389,SMK,Layanan Kesehatan,Sistem Informasi,Sistem Informasi,PRG2-002,0.854,Sistem Informasi|Teknik Industri|Bisnis Digital,Sistem Informasi|Teknik Industri|Bisnis Digital|Manajemen|Akuntansi,selaras,Pilihan awal siswa sangat selaras dengan hasil pemetaan sistem. Tetap perlu validasi dengan guru BK atau konselor.,stage10-v2.0
STU-010390,SMA,IPS/Soshum,Teknik Industri,Teknik Industri,PRG2-007,0.975,Teknik Industri|Sistem Informasi|Akuntansi,Teknik Industri|Sistem Informasi|Akuntansi|Ekonomi Pembangunan|Bisnis Digital,selaras,Pilihan awal siswa sangat selaras dengan hasil pemetaan sistem. Tetap perlu validasi dengan guru BK atau konselor.,stage10-v2.0
STU-010391,SMA,Bahasa dan Budaya,Administrasi Publik,Administrasi Publik,PRG2-023,0.913,Administrasi Publik|Psikologi|Kesehatan Masyarakat,Administrasi Publik|Psikologi|Kesehatan Masyarakat|Pariwisata|Keperawatan,selaras,Pilihan awal siswa sangat selaras dengan hasil pemetaan sistem. Tetap perlu validasi dengan guru BK atau konselor.,stage10-v2.0
STU-010392,SMA,Pilihan Campuran Kurikulum Merdeka,Ilmu Komunikasi,Arsitektur,PRG2-010,0.701,Arsitektur|Ilmu Komunikasi|Desain Komunikasi Visual,Arsitektur|Ilmu Komunikasi|Desain Komunikasi Visual|Film dan Televisi|Desain Produk,cukup_selaras,"Pilihan awal masih cukup relevan, tetapi siswa perlu membandingkan beberapa alternatif program studi.",stage10-v2.0
STU-010393,MA,Keagamaan,Pendidikan Guru Sekolah Dasar,Pendidikan Guru Sekolah Dasar,PRG2-024,0.943,Pendidikan Guru Sekolah Dasar|Administrasi Publik|Pendidikan Bahasa Inggris,Pendidikan Guru Sekolah Dasar|Administrasi Publik|Pendidikan Bahasa Inggris|Kesehatan Masyarakat|Psikologi,selaras,Pilihan awal siswa sangat selaras dengan hasil pemetaan sistem. Tetap perlu validasi dengan guru BK atau konselor.,stage10-v2.0
STU-010394,SMA,MIPA/IPA,Bisnis Digital,Bisnis Digital,PRG2-005,0.93,Bisnis Digital|Manajemen|Pariwisata,Bisnis Digital|Manajemen|Pariwisata|Sistem Informasi|Agribisnis,selaras,Pilihan awal siswa sangat selaras dengan hasil pemetaan sistem. Tetap perlu validasi dengan guru BK atau konselor.,stage10-v2.0
STU-010395,SMK,Teknik Elektronika,Biologi,Desain Komunikasi Visual,PRG2-029,0.851,Desain Komunikasi Visual|Desain Produk|Arsitektur,Desain Komunikasi Visual|Desain Produk|Arsitektur|Film dan Televisi|Ilmu Komunikasi,tidak_selaras,"Pilihan awal kurang selaras dengan profil sementara. Sistem sebaiknya memberi bridge plan, bukan menolak pilihan siswa secara mutlak.",stage10-v2.0
STU-010396,MAK,MAK Teknologi/Bisnis/Kesehatan/Kreatif,Kimia,Ilmu Gizi,PRG2-019,0.766,Ilmu Gizi|Biologi|Farmasi,Ilmu Gizi|Biologi|Farmasi|Teknologi Pangan|Agroteknologi,tidak_selaras,"Pilihan awal kurang selaras dengan profil sementara. Sistem sebaiknya memberi bridge plan, bukan menolak pilihan siswa secara mutlak.",stage10-v2.0
STU-010397,SMK,Desain Komunikasi Visual,Ilmu Komunikasi,Ilmu Komunikasi,PRG2-021,0.893,Ilmu Komunikasi|Desain Komunikasi Visual|Arsitektur,Ilmu Komunikasi|Desain Komunikasi Visual|Arsitektur|Film dan Televisi|Desain Produk,selaras,Pilihan awal siswa sangat selaras dengan hasil pemetaan sistem. Tetap perlu validasi dengan guru BK atau konselor.,stage10-v2.0
STU-010398,MA,MIPA/IPA,Kimia,Kimia,PRG2-014,0.868,Kimia|Pendidikan Dokter|Farmasi,Kimia|Pendidikan Dokter|Farmasi|Matematika|Statistika,selaras,Pilihan awal siswa sangat selaras dengan hasil pemetaan sistem. Tetap perlu validasi dengan guru BK atau konselor.,stage10-v2.0
STU-010399,SMK,Pengembangan Perangkat Lunak dan Gim - RPL,Teknik Sipil,Teknik Sipil,PRG2-009,0.936,Teknik Sipil|Teknik Mesin|Teknik Elektro,Teknik Sipil|Teknik Mesin|Teknik Elektro|Desain Produk|Teknik Informatika,selaras,Pilihan awal siswa sangat selaras dengan hasil pemetaan sistem. Tetap perlu validasi dengan guru BK atau konselor.,stage10-v2.0
STU-010400,SMK,Pemasaran - Bisnis Digital,Biologi,Biologi,PRG2-013,0.944,Biologi|Ilmu Gizi|Farmasi,Biologi|Ilmu Gizi|Farmasi|Teknologi Pangan|Agroteknologi,selaras,Pilihan awal siswa sangat selaras dengan hasil pemetaan sistem. Tetap perlu validasi dengan guru BK atau konselor.,stage10-v2.0
STU-010401,SMK,Layanan Kesehatan,Desain Komunikasi Visual,Desain Komunikasi Visual,PRG2-029,0.92,Desain Komunikasi Visual|Arsitektur|Desain Produk,Desain Komunikasi Visual|Arsitektur|Desain Produk|Film dan Televisi|Ilmu Komunikasi,selaras,Pilihan awal siswa sangat selaras dengan hasil pemetaan sistem. Tetap perlu validasi dengan guru BK atau konselor.,stage10-v2.0
